Topic,Count,Name,Representation,Representative_Docs
242,170,242_plus jamais_commanderai_commanderai plus_commander,"['plus jamais', 'commanderai', 'commanderai plus', 'commander', 'plus chez', 'chez', 'commander site', 'plus', 'site', 'recommanderai', 'rachèterai', 'jamais', 'recommanderai plus', 'plus site', 'jamais chez']",
243,136,243_achetez_peuvent_comment_argent,"['achetez', 'peuvent', 'comment', 'argent', 'leurs', 'sorte', 'elles', 'accumulent', 'clients', 'si', 'mensongères', 'traiter clients', 'proches', 'expédiées', 'site si']",
244,2,244_voyage_réservé_achat voyage_achat voyage veepee,"['voyage', 'réservé', 'achat voyage', 'achat voyage veepee', 'départ impossible', 'covidce jour souhaite', 'avoir impossible', 'avoir impossible car', 'car tour opérateur', 'car tour', 'conforme voyage proposé', 'conforme voyage', 'covidce', 'covidce jour', 'jour souhaite réservé']",
245,448,245_cela_aberrant_agit_comme,"['cela', 'aberrant', 'agit', 'comme', 'absence', 'arnaque', 'inadmissible', 'comme habitude', 'tout', 'acheter', 'trouve', 'cliente', 'habitude', 'ça', 'normal']",
246,2,246_adaptés délai_alors maison aucun_adaptés délai livraison_alors demandé livraison,"['adaptés délai', 'alors maison aucun', 'adaptés délai livraison', 'alors demandé livraison', 'carton dû récupérer', 'car bien protégée', 'carton dû', 'bien protégée intérieur', 'aucun avis passage', 'colis poste alors', 'facteur feignant', 'dû récupérer colis', 'feignant', 'feignant mail comme', 'feignant mail']",
247,227,247_commandé_acheté_marque_com,"['commandé', 'acheté', 'marque', 'com', 'passé commande', 'matelas', 'bain', 'deux', 'passé', 'récemment', 'offrir noël', 'offrir', 'commande', 'bonjour', 'commande commandé']",
248,370,248_prix_frais_livraisons_délais,"['prix', 'frais', 'livraisons', 'délais', 'marques', 'commandes', 'produits', 'ventes', 'articles', 'sites', 'souvent', 'port', 'autres sites', 'autres', 'plus']",
249,131,249_peu_long_livraison_livraison peu,"['peu', 'long', 'livraison', 'livraison peu', 'délai livraison', 'longue', 'délai', 'très', 'très long', 'trop', 'temps', 'livraison trop', 'trop long', 'livraison très', 'rapide']",
250,129,250_bonne qualité_qualité_bonne_très bonne,"['bonne qualité', 'qualité', 'bonne', 'très bonne', 'très bonne qualité', 'bonne qualite', 'produits bonne', 'qualité très', 'qualite', 'qualité produit', 'qualité produits', 'bonne qualité très', 'produits', 'bonne qualité qualité', 'très']",
251,289,251_nul_mauvais_néant_site,"['nul', 'mauvais', 'néant', 'site', 'nul nul', 'description site', 'service livraison nul', 'nulle', 'livraison nul', 'foutage gu', 'gu', 'honte voleurs', 'service', 'très mauvais', 'merci faire']",
252,188,252_comme habitude_habitude_parfait comme habitude_parfait comme,"['comme habitude', 'habitude', 'parfait comme habitude', 'parfait comme', 'heureusement', 'comme habitude top', 'or rien toujours', 'habitude top', 'rien toujours rappeler', 'toujours rappeler', 'faire preuves', 'tout parfait comme', 'long attente', 'comme', 'rien toujours']",
253,857,253_jours_remboursement_dit_après,"['jours', 'remboursement', 'dit', 'après', 'colis', 'commande', 'mail', 'mois', 'toujours', 'plus', 'service', 'fois', 'service client', 'donc', 'fait']",
254,516,254_clients_leurs_sites_faire,"['clients', 'leurs', 'sites', 'faire', 'si', 'tous', 'peut', 'site', 'font', 'autres', 'retours', 'leurs clients', 'cela', 'plus', 'consommateurs']",
255,4,255_tout professionnel_professionnel_professionnel satisfait_professionnel satisfait tout,"['tout professionnel', 'professionnel', 'professionnel satisfait', 'professionnel satisfait tout', 'tout professionnel tout', 'satisfait tout sérieux', 'professionnel tout professionnel', 'tout sérieux tout', 'tout professionnel satisfait', 'professionnel tout', 'satisfait tout', 'tout sérieux', 'sérieux tout', 'tout', 'satisfait']",
256,140,256_dommage_arrivé plus_efficacité_arrivé plus mois,"['dommage', 'arrivé plus', 'efficacité', 'arrivé plus mois', 'colis arrivé plus', 'endroit', 'service client juste', 'pris', 'déçu', 'service', 'aussi', 'déçu colis', 'client juste', 'adore cette marque', 'déçu service client']",
257,134,257_service client_service_client_sav,"['service client', 'service', 'client', 'sav', 'contact', 'service après vente', 'service après', 'après vente', 'incapable', 'client incapable', 'réponse', 'service client contacté', 'client contacté', 'questions', 'responsable']",
258,553,258_car_frais_prix_vente,"['car', 'frais', 'prix', 'vente', 'plus', 'site', 'fois', 'colis', 'retour', 'showroom', 'commande', 'livraison', 'chez', 'frais port', 'port']",
259,271,259_veepee_etait_privee_deja,"['veepee', 'etait', 'privee', 'deja', 'serieux', 'societe', 'tres', 'fidele', 'merci', 'ca', 'fuir', 'vente privee', 'showroomprivee', 'tout etait', 'com']",
260,1,260_15 euros livraison_11 mars toujours_après continue recevoir_encore 2016,"['15 euros livraison', '11 mars toujours', 'après continue recevoir', 'encore 2016', 'déplorable trouve voir', 'déplorable trouve', 'continue recevoir livraisons', 'commande février 15', 'commande final semaines', 'bilan commande février', 'toujours tout reçu', 'semaines après continue', 'trouve voir ça', 'tout reçu vraiment', 'vraiment déplorable trouve']",
261,13,261_très déçue_vente très_vente très déçue_déçue,"['très déçue', 'vente très', 'vente très déçue', 'déçue', 'showroom très', 'très déçue service', 'déçue service', 'déçue sav', 'déçue service retourvous', 'déçue service très', 'déçue sav très', 'déçue déçu site', 'sav très déçue', 'déçue vente très', 'extrêmement déçue vente']",
262,236,262_carton_plastique_état_reçu,"['carton', 'plastique', 'état', 'reçu', 'boîte', 'intérieur', 'odeur', 'emballage', 'trop', 'taille', 'photo', 'ouvert', 'commandé', 'voit', 'cassé']",
263,211,263_trop contente_quelle_trop_retour case,"['trop contente', 'quelle', 'trop', 'retour case', 'retour case départ', 'dernière', 'case départ', 'content', 'planète', 'case', 'dernière commande', 'valise', 'remonte', 'contente', 'départ']",
264,132,264_conforme_description_conforme commande_conforme description,"['conforme', 'description', 'conforme commande', 'conforme description', 'produit conforme', 'correspond', 'commande conforme', 'commande commande', 'correspondant', 'correspondant commande', 'photo', 'rapide correspond', 'correspondant commande commande', 'produit correspondant commande', 'date produits']",
265,258,265_pu_si_être_quelqu,"['pu', 'si', 'être', 'quelqu', 'attends', 'mets', 'étoile', 'action justice', 'mets étoile', 'noël', 'mets étoile parce', 'identité', 'étoile parce', 'aujourd hui', 'aujourd']",
266,414,266_toujours_mail_demande_remboursement,"['toujours', 'mail', 'demande', 'remboursement', 'toujours rien', 'nouvelles', 'jours', 'appels', 'réponse', 'après', 'depuis', 'rien', 'aucune', 'ni', 'semaine']",
267,320,267_commandé_elles_acheté_taille,"['commandé', 'elles', 'acheté', 'taille', 'pointure', 'meuble', 'petit', 'fille', 'reçu', 'pull', '40', 'modèle', 'grand', 'blanc', 'petite']",
268,305,268_commandé_reçu_commande_chez,"['commandé', 'reçu', 'commande', 'chez', 'fin décembre', 'attends', 'première commande', 'bonjour', 'dernière commande', 'dernière', 'expérience', 'attends toujours', 'première', 'acheté', 'mois']",
269,625,269_commande_colis_remboursement_mail,"['commande', 'colis', 'remboursement', 'mail', 'reçois', 'toujours', 'jours', 'jour', 'après', 'mois', 'fois', 'livraison', 'deux', 'reçu', '15']",
270,321,270_espère_cadeau_dommage_importe,"['espère', 'cadeau', 'dommage', 'importe', 'argent', 'perdu', 'cadeau espère', 'importe quoi', 'adore', 'éviterait', 'merci espère', 'excellence', 'rarement', 'agissait', 'rien']",
271,480,271_veepee_mail_responsable_autre,"['veepee', 'mail', 'responsable', 'autre', 'cette', 'retour', 'avoir', 'fait', 'ci', 'showroom', 'aucun', 'argent', 'personne', 'privé', 'après']",
272,246,272_long_peu_trop_confinement,"['long', 'peu', 'trop', 'confinement', 'petit', 'peu long', 'fin showroom nul', 'début fin showroom', 'showroom nul', 'mois demi', 'sent', 'fin', 'fin showroom', 'demi', 'sait rien']",
273,392,273_nul nul_nul_nul nul nul_showroom,"['nul nul', 'nul', 'nul nul nul', 'showroom', 'privé', 'showroom privé', 'merci', 'commande', 'vente', 'cette', 'retour', 'articles', 'contente showroom', 'turn éviter', 'decue articles']",
274,311,274_retour_frais_article_achat,"['retour', 'frais', 'article', 'achat', 'bon achat', 'colis', '99', '50', 'envoi', 'articles', 'commandes', 'remboursement', 'frais retour', 'autres', 'alors']",
275,135,275_service_service client_client_déplorable,"['service', 'service client', 'client', 'déplorable', 'incompétent', 'service clients', 'sav', 'clients', 'rien service client', 'rien service', 'fuir', 'après vente', 'service après vente', 'service après', 'sérieux']",
276,157,276_appelé_service client_contacté service_service,"['appelé', 'service client', 'contacté service', 'service', 'contacté', 'contacté service client', 'client', 'remboursée', 'appelé service', 'réponse', 'mail', 'toujours', 'jours', 'répondu', 'après']",
277,500,277_commande_reçu_reçu commande_toujours,"['commande', 'reçu', 'reçu commande', 'toujours', 'colis', 'mois', 'jours', 'recevoir', 'remboursement', 'remboursée', 'livraison', 'commandé', 'jour', 'livré', 'mail']",
278,382,278_colis_livraison_relais_livré,"['colis', 'livraison', 'relais', 'livré', 'non', 'point relais', 'arrivé', 'point', 'long', 'remboursement', 'article', 'produit', 'retour', 'délai', 'non reçu']",
279,359,279_service_service client_client_sav,"['service', 'service client', 'client', 'sav', 'aucun', 'retour', 'inefficace', 'suivi', 'livraison', 'prestataire', 'fournisseur', 'réponse', 'inexistant', 'problème', 'transporteur']",
280,86,280_conforme_description_conformes_conformes commande,"['conforme', 'description', 'conformes', 'conformes commande', 'articles conformes', 'conforme commande', 'conforme description', 'correspond', 'articles conformes commande', 'produit conforme', 'photo description', 'commande conforme', 'conforme image', 'commande articles', 'conformes description']",
281,331,281_vais_vais devoir_bla_rien,"['vais', 'vais devoir', 'bla', 'rien', 'devoir', 'bref', 'pub', 'fuir', 'donc', 'chez', 'bla bla', 'argent', 'ça', 'demande', 'commandez']",
282,110,282_date_date livraison_commande_livraison,"['date', 'date livraison', 'commande', 'livraison', 'lors', 'retard', 'commande commande', 'reçue', 'indiquée', 'livraison commande', 'lors commande', 'date indiquée', 'avant date', 'indiquée lors commande', 'indiquée lors']",
283,2,283_aucun dédommagement client_compensation tout_bien aucun dédommagement_bien compensation,"['aucun dédommagement client', 'compensation tout', 'bien aucun dédommagement', 'bien compensation', 'bien compensation tout', 'dédommagement client', 'dédommagement client bien', 'client bien compensation', 'bien aucun', 'client bien', 'aucun dédommagement', 'compensation', 'dédommagement', 'bien', 'aucun']",
284,96,284_rapide_très rapide_livraison très rapide_rapide livraison,"['rapide', 'très rapide', 'livraison très rapide', 'rapide livraison', 'livraison plus', 'livraison plus rapide', 'livraison très', 'plus rapide', 'livraison', 'parfait', 'plus rapide prévue', 'rapide prévue', 'commande arrivée temps', 'livraison assez rapide', 'arrivée temps']",
285,4,285_merdeeee ça_gros merdeeee_faire quelle_faire quelle idée,"['merdeeee ça', 'gros merdeeee', 'faire quelle', 'faire quelle idée', 'dommage part terminé', 'dommage part', 'merdeeee', 'gros merdeeee ça', 'ça faire quelle', 'terminé gros', 'merdeeee ça faire', 'terminé gros merdeeee', 'part terminé gros', 'quelle idée', 'part terminé']",
286,191,286_satisfaite_très satisfaite_contente_ravie,"['satisfaite', 'très satisfaite', 'contente', 'ravie', 'très', 'rapide', 'commande très', 'satisfaite commande', 'très rapide', 'très contente', 'merci', 'ravie commande', 'contente achat', 'achat', 'satisfaite livraison']",
287,129,287_robes_jeans_bottines_belles,"['robes', 'jeans', 'bottines', 'belles', 'commandées', 'reçues', 'très belles', 'très belles robes', 'confortables', 'originales', 'cuir', 'blanches', 'belles robes', 'robes très', 'sneakers']",
288,1,288_achetés noël tellement_achetés noël_envie tous_beaux envie tous,"['achetés noël tellement', 'achetés noël', 'envie tous', 'beaux envie tous', 'beaux envie', 'tellement beaux', 'noël tellement beaux', 'tous garder', 'tellement beaux envie', 'envie tous garder', 'noël tellement', 'achetés', 'envie', 'beaux', 'garder']",
289,603,289_showroom_veepee_vente_colis,"['showroom', 'veepee', 'vente', 'colis', 'privé', 'commandes', 'signature', 'avoir', 'tous', 'showroom privé', 'commande', 'privée', 'showroomprivé', 'euros', 'depuis']",
290,824,290_vente_bon achat_mois_veepee,"['vente', 'bon achat', 'mois', 'veepee', 'achat', 'retour', 'plus', 'après', 'avoir', 'site', 'frais', 'bon', 'euros', 'privée', 'faire']",
291,18,291_dire livraison_rien dire livraison_rien dire_dire,"['dire livraison', 'rien dire livraison', 'rien dire', 'dire', 'produit livraison top', 'rien', 'avance rien', 'livraison sans problème', 'rapide rien dire', 'dire livraison rapide', 'livraison rapide rien', 'rapide rien', 'très bien livraison', 'livraison sans', 'bien livraison']",
292,1,292_adresse code_adresse code postal_ailleurs nom_autre destinée,"['adresse code', 'adresse code postal', 'ailleurs nom', 'autre destinée', 'ailleurs nom prénom', 'après ouverture celui', 'code postal suppose', 'celui ci trouve', 'ci trouve', 'autre personne ailleurs', 'autre destinée autre', 'postal suppose', 'recevoir colis également', 'suppose personne va', 'reçu délais après']",
293,96,293_arrivées_devais_devais recevoir_poste reçu,"['arrivées', 'devais', 'devais recevoir', 'poste reçu', 'commandes', 'attendons', 'noël', 'offrir noël', 'toutes', 'recevoir', 'recontacter', 'devait', 'pourrais porter jamais', 'poste reçu toutes', 'famille adressé mail']",
294,1,294_appelle dhl_appelle dhl informe_asseoir table appelle_arrivé france,"['appelle dhl', 'appelle dhl informe', 'asseoir table appelle', 'arrivé france', 'arrivé france cela', 'asseoir table', 'cela concerne centaines', 'table appelle dhl', 'rien famille reçue', 'informe colis jamais', 'france cela', 'france cela concerne', 'famille reçue', 'famille reçue sans', 'dhl informe colis']",
295,119,295_frais_frais livraison_retour_frais port,"['frais', 'frais livraison', 'retour', 'frais port', 'port', 'frais retour', 'remboursement encore', 'envoi', 'frais expédition', 'article', 'article reçu', 'produit', 'délai', 'remboursement frais port', 'double frais']",
296,159,296_disent_font_quand_répondent,"['disent', 'font', 'quand', 'répondent', 'rien', 'rembourser', 'mails', 'service', 'nez', 'faire', 'clients', 'client', 'tourner', 'service client', 'appels']",
297,573,297_vente_commande_privée_vente privée,"['vente', 'commande', 'privée', 'vente privée', 'mail', 'remboursement', 'com', 'après', 'euros', '2017', 'donc', 'vp', 'mois', '2020', 'suite']",
298,140,298_regrette achat_regrette_plus rien_recommanderai plus,"['regrette achat', 'regrette', 'plus rien', 'recommanderai plus', 'recommanderai', 'recommanderai plus rien', 'rien', 'déçue fois', 'plaît beaucoup', 'fois plus', 'compte rester là', 'concurrence', 'reste', 'compte rester', 'comprennent rien']",
299,99,299_attentes_attentes très_conformes_correspondent,"['attentes', 'attentes très', 'conformes', 'correspondent', 'conforme attentes', 'conforme', 'attentes articles', 'correspond attentes', 'descriptions', 'correspond', 'produits conformes', 'produits', 'photos', 'commandés', 'produits conformes attentes']",
300,133,300_commandes_mails_envoyés_articles,"['commandes', 'mails', 'envoyés', 'articles', 'commandés', 'autres colis', 'reçois', 'attends', 'colis', 'relances', 'retours', 'reçus', 'arrivées', 'tous', 'toutes']",
301,196,301_aucun problème cette_problème cette_mauvais service_problème,"['aucun problème cette', 'problème cette', 'mauvais service', 'problème', 'satisfaisant commande', 'sans problème', 'problème cette commande', 'mauvais', 'seul', 'service livraison', 'rapide', 'aucun problème', 'parfait', 'service retour', 'aucun']",
302,644,302_site_retour_vente_sans,"['site', 'retour', 'vente', 'sans', 'client', 'frais', 'aucun', 'plus', 'service', 'rembourser', 'voyage', 'faire', 'là', 'rien', 'prix']",
303,302,303_taille_qualité_couleur_prix,"['taille', 'qualité', 'couleur', 'prix', 'marque', 'correspond', 'produit', 'photo', 'petit', 'articles', 'mauvaise qualité', 'mauvaise', 'déçu', 'photos', 'bonne']",
304,160,304_livraison_retard_arrivée_retardée,"['livraison', 'retard', 'arrivée', 'retardée', 'livraison retardée', 'arrivée retard', 'commande arrivée', 'livraison livraison', 'délai', 'délai livraison', 'commande arrivée retard', 'livraison jours', 'avance', 'commande', 'commande livraison']",
305,242,305_nul_nul nul_nul nul nul_acheter sans hésiter,"['nul', 'nul nul', 'nul nul nul', 'acheter sans hésiter', 'acheter sans', 'grossière', 'arnaque arnaque', 'nul chez', 'déçu', 'très', 'excellent service', 'guide tailles', 'guide', 'sans hésiter', 'très déçu']",
306,67,306_taille_38_pris taille_commande taille,"['taille', '38', 'pris taille', 'commande taille', 'taille dessus', 'commandé', '37', '42', 'taille 38', '36', 'dessus', 'taille 36', 'commandé taille', 'grand pris', 'grand pris taille']",
307,173,307_jamais_plus jamais_nul_arnaque,"['jamais', 'plus jamais', 'nul', 'arnaque', 'grosse arnaque', 'grosse', 'commanderai plus jamais', 'jamais fait', 'aucune', 'plus 500', 'plus', 'fuir', 'étoile', 'jamais rien', 'sav']",
308,428,308_clients_faire_si_peut,"['clients', 'faire', 'si', 'peut', 'client', 'plus', 'site', 'importe', 'font', 'ça', 'service', 'faut', 'quoi', 'être', 'quand']",
309,107,309_rapide_livraison rapide_qualité_conforme,"['rapide', 'livraison rapide', 'qualité', 'conforme', 'bonne qualité', 'livraison', 'rapide produit', 'livraison rapide produit', 'très bonne', 'bonne', 'produits', 'très bonne qualité', 'très', 'efficace produits', 'conformes']",
310,438,310_commandé_site_tout_frais,"['commandé', 'site', 'tout', 'frais', 'reçu', 'prix', 'articles', 'bien', 'plus', 'commande', 'port', 'ça', 'très', 'fait', 'frais port']",
311,103,311_toujours_reçu commande_sais comment_sais,"['toujours', 'reçu commande', 'sais comment', 'sais', 'toujours rien', 'peux', 'réponse', 'toujours reçu commande', 'personne daigné', 'car toujours reçu', 'réponse sais comment', 'toujours reçu', 'réponse sais', 'daigné', 'reçois rien']",
312,240,312_carton_abîmé_cassé_complètement,"['carton', 'abîmé', 'cassé', 'complètement', 'arrivé', 'éventré', 'emballage', 'boîte', 'ouvert', 'intacte', 'contenu', 'meuble', 'arrivé cassé', 'arrivé éventré', 'montage']",
313,4,313_12 pourraient_12 pourraient être_52 jours argent_52 jours,"['12 pourraient', '12 pourraient être', '52 jours argent', '52 jours', '30 euros prélever', 'argent compte peuvent', 'argent sorti', 'commercial montant frais', 'caisses moment remboursement', 'caisses moment', 'bataille obtenir remboursement', 'bataille obtenir', 'argent sorti caisses', 'fera donc 52', 'fait mois bataille']",
314,359,314_ça_honte_cela_vaut,"['ça', 'honte', 'cela', 'vaut', 'faire', 'privée', 'fini', 'dommage', 'faut', 'cette', 'concurrence', 'ça fait', 'rien', 'être', 'faire retour']",
315,1,315_bas passer_bas passer chemin_1600 commander_1600 commander bas,"['bas passer', 'bas passer chemin', '1600 commander', '1600 commander bas', '1600', 'plus 1600 commander', 'commander bas passer', 'doit plus 1600', 'veepee doit plus', 'plus 1600', 'commander bas', 'veepee doit', 'doit plus', 'passer chemin', 'chemin']",
316,139,316_peu_peu petit_petit_peu déçu,"['peu', 'peu petit', 'petit', 'peu déçu', 'rapport', 'emballage', 'rapport qualité prix', 'prix', 'qualité emballage', 'qualité', 'produit', 'photo', 'rapport qualité', 'qualité prix', 'livraison très très']",
317,507,317_marque_cuir_emballage_acheté,"['marque', 'cuir', 'emballage', 'acheté', 'enfants', 'taille', 'rouge', 'sans', 'commandé', 'reçu', 'fille', 'très', 'reçois', 'bleu', 'carton']",
318,1,318_celui réception commande_réception commande 50_payant 50 plus_cher celui réception,"['celui réception commande', 'réception commande 50', 'payant 50 plus', 'cher celui réception', 'celui réception', 'payant 50', '50 plus cher', 'plus cher celui', 'retour payant 50', 'cher celui', '50 plus', 'commande 50', '50', 'retour payant', 'réception commande']",
319,2,319_qualité rendez_délais qualité rendez_délais qualité_rendez,"['qualité rendez', 'délais qualité rendez', 'délais qualité', 'rendez', 'rendez qualité rendez', 'rendez qualité', 'qualité rendez qualité', 'qualité', 'délais', '', '', '', '', '', '']",
320,1,320_informe impossible_informe_impossible_,"['informe impossible', 'informe', 'impossible', '', '', '', '', '', '', '', '', '', '', '', '']",
321,93,321_elles_taille_taillent_correspondent,"['elles', 'taille', 'taillent', 'correspondent', 'qualité', 'commandées', 'petit', 'peu', 'déçue qualité', '36', 'robes', 'mal', 'robes commandées', 'prix', 'grand']",
322,43,322_première fois_première_fois première fois_fois première,"['première fois', 'première', 'fois première fois', 'fois première', 'si su', 'fois', 'su', 'prévenu', 'acheté si elles', 'économie ça', '1ère fois acheté', 'étoile dernière fois', 'su dit', 'tout demandais', 'ajouter sauvegardée fait']",
323,210,323_commandes_commandé_reçu_renvoyé,"['commandes', 'commandé', 'reçu', 'renvoyé', 'attends', 'deux', 'plusieurs', 'commande', 'anniversaire', 'alors passé', 'passé commande', 'effectué', 'retourné', 'commandes satisfaite', 'passé']",
324,197,324_top_très bien_très bon_très,"['top', 'très bien', 'très bon', 'très', 'merci', 'tout parfait', 'parfait', 'tout', 'bien', 'très bon site', 'très beau', 'bon', 'super', 'produit', 'bien merci']",
325,1,325_déplorable ça fait_qualité déplorable ça_ça fait showroomprivé_déplorable ça,"['déplorable ça fait', 'qualité déplorable ça', 'ça fait showroomprivé', 'déplorable ça', 'article qualité déplorable', 'fait showroomprivé', 'qualité déplorable', 'article qualité', 'ça fait', 'déplorable', 'showroomprivé', 'ça', 'article', 'fait', 'qualité']",
326,551,326_vais_faire_ça_fois,"['vais', 'faire', 'ça', 'fois', 'si', 'sais', 'pense', 'plus', 'chez', 'dernière fois', 'vu', 'fais', 'site', 'maintenant', 'commander']",
327,414,327_covid_marque_produit_bain,"['covid', 'marque', 'produit', 'bain', 'haut', 'vente', 'mauvaise', 'vice', 'emballage', 'taille', 'qualité', 'prix', 'très', 'carton', 'petite']",
328,108,328_beaux_parfaites_tailles_finitions,"['beaux', 'parfaites', 'tailles', 'finitions', 'confortables', 'très confortables', 'emballées', 'qualité', 'corrects', 'belles', 'produits corrects tailles', 'conformes photos site', 'très originaux', 'bien protégées', 'produits']",
329,1,329_donc problème délais_délais vient_fournisseur vente_délais vient fournisseur,"['donc problème délais', 'délais vient', 'fournisseur vente', 'délais vient fournisseur', 'vient fournisseur', 'vient fournisseur vente', 'informe donc problème', 'problème délais vient', 'informe donc', 'donc problème', 'problème délais', 'vient', 'informe', 'fournisseur', 'délais']",
330,310,330_articles_produits_autres_bonnes,"['articles', 'produits', 'autres', 'bonnes', 'toutes', 'trop', 'ouverts', 'retours', 'délais', 'livrés', 'livraisons', 'plus souvent', 'marques', 'souvent', 'petits']",
331,19,331_apparait nullement_attendais coton bien_apparait nullement part_article attendais,"['apparait nullement', 'attendais coton bien', 'apparait nullement part', 'article attendais', 'article attendais coton', 'attendais coton', 'avancée bien', 'aussi encore reste', 'aucune excuse ni', 'cette notation semble', 'cette donnée peut', 'cette entreprise fraude', 'avancée bien personne', 'bien intégrée', 'bien intégrée cette']",
332,55,332_écoute_attentes_attentes tres_écoute client,"['écoute', 'attentes', 'attentes tres', 'écoute client', 'conforme attentes', 'respectés', 'emballés', 'livraison parfaite', 'délais', 'attentes tres bien', 'livraison parfaite délai', 'bien emballés', 'bien passé livraison', 'attentes tout', 'parfaite délai']",
333,166,333_livraison plus_prévu_prévue_plus tôt,"['livraison plus', 'prévu', 'prévue', 'plus tôt', 'plus rapide', 'tôt', 'date prévue', 'livraison plus rapide', 'rapide', 'date', 'livraison', 'avant date', 'tôt prévu', 'plus tôt prévu', 'livraison très']",
334,179,334_produits_retours_clients_livrés sans,"['produits', 'retours', 'clients', 'livrés sans', 'différents', 'prix retours', 'ventes', 'produits comme', 'erreurs', 'articles', 'copies', 'non', 'début mai', 'qualité', 'sans']",
335,442,335_car_reçu_commandé_fois,"['car', 'reçu', 'commandé', 'fois', 'colis', 'deux', 'commande', 'mail', 'dit', 'client', 'service', 'service client', 'chez', 'jamais', 'après']",
336,261,336_qualité_très_produits_peu,"['qualité', 'très', 'produits', 'peu', 'satisfaite', 'bonne qualité', 'bonne', 'déçue', 'matière', 'bien', 'longue', 'prix', 'tout', 'qualité prix', 'contente']",
337,1,337_client reçu jour_client reçu_service client reçu_reçu jour,"['client reçu jour', 'client reçu', 'service client reçu', 'reçu jour', 'réponse service client', 'réponse service', 'jour', 'réponse', 'service client', 'reçu', 'client', 'service', '', '', '']",
338,1,338_24 72_24 72 heures_décrochent poliment_décrochent poliment remontent,"['24 72', '24 72 heures', 'décrochent poliment', 'décrochent poliment remontent', 'avant être traitée', 'décrochent', 'juste gens', 'incident peut prendre', 'incident peut', 'fiche incident peut', 'gens décrochent', 'gens décrochent poliment', 'entre 24 72', 'prendre entre 24', 'poliment remontent fiche']",
339,18,339_très bel article_très bel_bel article_bien emballée,"['très bel article', 'très bel', 'bel article', 'bien emballée', 'plus tôt', 'plus tôt prévue', 'tôt prévue', 'prévue', 'tôt', 'prévu', 'emballée', 'très très', 'bel', 'avance', 'très rapidement']",
340,182,340_longue_livraison trop_long_trop,"['longue', 'livraison trop', 'long', 'trop', 'livraison', 'trop longue', 'délai', 'délai livraison', 'trop long', 'produit', 'livraison trop longue', 'qualité', 'très', 'livraison trop long', 'livraison très']",
341,162,341_transporteur_colis_remboursement_service client,"['transporteur', 'colis', 'remboursement', 'service client', 'reçu', 'service', '12', 'contacté', 'client', 'jours', 'reçu remboursement', '11', 'retour', 'renvoyé', 'mail']",
342,149,342_belle_qualité_belle qualité_jolie,"['belle', 'qualité', 'belle qualité', 'jolie', 'très belle', 'bonne qualité', 'beau', 'très', 'qualité taille', 'qualité très', 'tissus', 'bonne', 'matière', 'taille', 'joli']",
343,257,343_déçue_commande_showroom_très,"['déçue', 'commande', 'showroom', 'très', 'très déçue', 'vente', 'satisfaite', 'vente privée', 'privée', 'très satisfaite', 'ravie', 'contente', 'site vente', 'cliente', 'cette commande']",
344,81,344_erreur article reçu_annulation commande aucune_aucune_annulation commande,"['erreur article reçu', 'annulation commande aucune', 'aucune', 'annulation commande', 'information', 'nouvelle', 'erreur article', 'commande aucune', 'reçu bonne', 'aucune nouvelle', 'reçu', 'date livraison', 'aucune information', 'annulation', 'donné toujours']",
345,2,345_arrivée incomplète donc_donc inutilisable récemment_incomplète donc_commandé veste jamais,"['arrivée incomplète donc', 'donc inutilisable récemment', 'incomplète donc', 'commandé veste jamais', 'effectué commande arrivée', 'veste jamais', 'incomplète donc inutilisable', 'veste jamais arrivée', 'récemment commandé veste', 'inutilisable récemment commandé', 'inutilisable récemment', 'donc inutilisable', 'commande arrivée incomplète', 'commandé veste', 'récemment commandé']",
346,4,346_arrivé temps produits_remboursements respectés délais_parfait conforme livré_produits conformes parfait,"['arrivé temps produits', 'remboursements respectés délais', 'parfait conforme livré', 'produits conformes parfait', 'livré temps remboursements', 'livraison délais colis', 'conformes parfait', 'conformes parfait conforme', 'conforme livré temps', 'conforme livraison délais', 'temps remboursements', 'remboursements respectés', 'temps remboursements respectés', 'délais colis arrivé', 'temps produits conformes']",
347,1,347_donc personne tenter_commande bonne journée_personne tenter commande_personne tenter,"['donc personne tenter', 'commande bonne journée', 'personne tenter commande', 'personne tenter', 'tenter commande', 'recommande donc personne', 'tenter commande bonne', 'bonne journée tous', 'journée tous', 'donc personne', 'commande bonne', 'recommande donc', 'bonne journée', 'tenter', 'journée']",
348,95,348_taillés_trous_trop_produits,"['taillés', 'trous', 'trop', 'produits', 'mauvaises qualités', 'mauvaises', 'collent peau', 'plus bel effet', 'plus bel', 'articles presque', 'qualités', 'trop petits', 'semblent', 'finitions', 'pieds']",
349,1,349_site commande seul_commande seul colis_apres site_apres site commande,"['site commande seul', 'commande seul colis', 'apres site', 'apres site commande', 'commande seul', 'seul colis', 'site commande', 'apres', 'seul', 'site', 'colis', 'commande', '', '', '']",
350,7,350_colis point relais_colis point_point relais_relais,"['colis point relais', 'colis point', 'point relais', 'relais', 'choisi', 'alors choisi', 'point', 'dû faire', 'voiture', 'route', 'autre point relais', 'autre point', '25km', '5h route chez', '700m']",
